,job_id,company_name,industry,job_title,skills_required,experience_level,employment_type,location,posted_date,company_size,tools_preferred,salary_min_usd,salary_max_usd
1529,1530,Foster and Sons,Tech,Computer Vision Engineer,"GCP, Flask, PyTorch, AWS, Excel, Keras",Mid,Internship,"Katelynstad, JM",2024-04-04,Mid,"KDB+, FastAPI, MLflow",125228.0,201338.0
1530,1531,Myers Group,E-commerce,AI Product Manager,"FastAPI, Reinforcement Learning, AWS",Mid,Contract,"Williamburgh, KI",2023-12-15,Mid,"BigQuery, MLflow, KDB+",119543.0,164615.0
1531,1532,Davis-French,Automotive,Computer Vision Engineer,"AWS, Excel, Flask, PyTorch",Senior,Internship,"New Miranda, YE",2025-05-18,Large,"LangChain, FastAPI",69269.0,155758.0
1532,1533,"Rivera, Kennedy and Smith",Retail,AI Product Manager,"PyTorch, GCP, Excel, Flask",Entry,Full-time,"East Debraport, GT",2025-06-24,Large,"FastAPI, MLflow, PyTorch",75472.0,162820.0
1533,1534,"Romero, Clark and Williams",Retail,Data Scientist,"GCP, Reinforcement Learning, AWS",Senior,Full-time,"East Josephland, KM",2025-06-23,Startup,"TensorFlow, PyTorch",120392.0,155826.0
1534,1535,Wong-Miller,Tech,ML Engineer,"Flask, NumPy, Scikit-learn",Entry,Full-time,"Lake Joseph, DO",2024-05-09,Large,LangChain,83724.0,177161.0
1535,1536,"Franco, Green and Green",Finance,ML Engineer,"MLflow, GCP, Python, R, TensorFlow",Senior,Internship,"Michelleborough, AT",2024-01-25,Mid,MLflow,43526.0,94615.0
1536,1537,Gould Inc,Automotive,Computer Vision Engineer,"Azure, CUDA, LangChain, Hugging Face",Mid,Contract,"North Amber, CH",2024-01-05,Large,Scikit-learn,69190.0,92823.0
1537,1538,"Page, Garrett and Little",Tech,Computer Vision Engineer,"Keras, Pandas, CUDA",Entry,Full-time,"South Kelly, ZA",2025-08-25,Mid,"LangChain, PyTorch, KDB+",142140.0,185091.0
1538,1539,Moore LLC,Finance,Data Scientist,"Reinforcement Learning, Power BI, Hugging Face, CUDA, Pandas",Senior,Internship,"West Gregory, MC",2023-11-29,Large,"TensorFlow, BigQuery, Scikit-learn",137496.0,177845.0
1539,1540,Schaefer-Mcbride,Automotive,Data Scientist,"AWS, MLflow, Hugging Face, Flask",Mid,Contract,"South Kurtberg, VC",2024-03-19,Mid,BigQuery,102029.0,128204.0
1540,1541,Wallace and Sons,Automotive,Computer Vision Engineer,"NumPy, R, Pandas",Entry,Internship,"Meganmouth, SA",2023-10-17,Mid,"MLflow, KDB+",124300.0,220342.0
1541,1542,"Le, Morris and Hernandez",Retail,Data Scientist,"TensorFlow, Azure, C++, Scikit-learn, Python, Flask",Entry,Full-time,"Ralphbury, PA",2024-10-06,Startup,"Scikit-learn, FastAPI, BigQuery",149747.0,212159.0
1542,1543,"Johnson, Gomez and Neal",E-commerce,Data Scientist,"SQL, MLflow, LangChain",Senior,Remote,"East Elizabeth, TO",2025-01-06,Large,"FastAPI, Scikit-learn",58550.0,113209.0
1543,1544,Campbell-Yu,Healthcare,ML Engineer,"Keras, MLflow, Hugging Face, FastAPI, Azure",Mid,Contract,"New Nicholas, GN",2025-01-16,Large,KDB+,136005.0,206557.0
1544,1545,"Martinez, Gonzalez and Rasmussen",Automotive,Data Analyst,"Excel, Azure, Hugging Face, FastAPI",Entry,Contract,"Gregorytown, QA",2024-07-12,Startup,TensorFlow,149181.0,225098.0
1545,1546,"Gonzalez, Roth and Gilbert",Healthcare,Quant Researcher,"AWS, Keras, FastAPI",Entry,Remote,"Espinozaside, NG",2025-06-24,Large,LangChain,133857.0,182147.0
1546,1547,"Brown, Morris and Young",Education,AI Researcher,"Power BI, Keras, Pandas, Excel, NumPy, PyTorch",Senior,Contract,"West Alicia, EC",2024-05-24,Large,"TensorFlow, Scikit-learn",117573.0,173851.0
1547,1548,Avila-Johnson,Healthcare,AI Researcher,"NumPy, Hugging Face, Keras, Azure",Senior,Internship,"Marshallfort, IT",2025-07-11,Startup,"BigQuery, TensorFlow",85363.0,130119.0
1548,1549,Lynch and Sons,E-commerce,Quant Researcher,"Scikit-learn, Pandas, Python, Keras",Mid,Remote,"Dennisland, BS",2025-03-09,Startup,"Scikit-learn, KDB+",56646.0,83703.0
1549,1550,Haynes-George,Education,Computer Vision Engineer,"Flask, GCP, FastAPI, Reinforcement Learning",Mid,Full-time,"Port Jeremiahshire, BT",2023-10-16,Mid,"Scikit-learn, KDB+, PyTorch",102732.0,135345.0
1550,1551,Fowler-Stewart,Finance,AI Researcher,"Hugging Face, PyTorch, Power BI, Pandas, Flask",Senior,Remote,"Taylorfort, KP",2024-09-23,Large,"MLflow, LangChain",45791.0,105166.0
1551,1552,"Powell, Ruiz and Smith",Finance,AI Product Manager,"CUDA, NumPy, TensorFlow, Keras",Senior,Full-time,"Adkinshaven, CZ",2025-04-08,Mid,"KDB+, MLflow",59099.0,87832.0
1552,1553,"Richardson, Rojas and Patton",Finance,Quant Researcher,"Python, R, TensorFlow, AWS, Hugging Face, GCP",Entry,Contract,"East Carolinehaven, IE",2023-09-23,Mid,"BigQuery, KDB+, MLflow",47248.0,70576.0
1553,1554,Patterson-Green,Finance,Computer Vision Engineer,"NumPy, TensorFlow, Reinforcement Learning, Keras",Entry,Full-time,"Mooreland, NZ",2024-10-27,Startup,"BigQuery, TensorFlow, PyTorch",66493.0,158190.0
1554,1555,Conner-Rivera,Retail,Data Analyst,"LangChain, Keras, SQL, NumPy, TensorFlow, Scikit-learn",Entry,Internship,"Lake Andrewchester, DJ",2025-02-08,Large,"MLflow, FastAPI",114601.0,211800.0
1555,1556,Johnson-Murphy,Education,Data Scientist,"R, FastAPI, NumPy, PyTorch, Excel",Entry,Full-time,"North Joshuahaven, DO",2024-12-16,Mid,KDB+,117083.0,171872.0
1556,1557,"Freeman, Williams and Thomas",Finance,ML Engineer,"FastAPI, Azure, Pandas, Keras",Entry,Full-time,"Barajaston, DZ",2024-01-19,Large,"Scikit-learn, TensorFlow",109164.0,147105.0
1557,1558,Reilly PLC,Education,ML Engineer,"AWS, Azure, C++, NumPy",Senior,Internship,"Bennettfurt, IQ",2025-09-19,Startup,"Scikit-learn, BigQuery, LangChain",140820.0,232170.0
1558,1559,"Sosa, Whitney and Dickerson",Tech,AI Product Manager,"GCP, R, Flask, Azure, Pandas, FastAPI",Mid,Remote,"Williamshire, TJ",2025-05-27,Startup,PyTorch,143360.0,229787.0
1559,1560,Johnson PLC,Education,NLP Engineer,"TensorFlow, GCP, Flask, Excel",Senior,Internship,"Jenniferburgh, SC",2024-11-29,Mid,"MLflow, PyTorch",93833.0,129073.0
1560,1561,Rosales-Peterson,Tech,ML Engineer,"TensorFlow, Flask, AWS, Python",Entry,Internship,"Gonzaleshaven, MR",2024-09-26,Large,TensorFlow,52854.0,117986.0
1561,1562,"Salazar, Wiggins and Campbell",Healthcare,AI Product Manager,"Reinforcement Learning, C++, Keras",Senior,Remote,"North Alexandra, MZ",2025-07-29,Large,"BigQuery, MLflow, PyTorch",50279.0,67460.0
1562,1563,Torres PLC,Automotive,Data Scientist,"SQL, Hugging Face, CUDA, GCP, NumPy, C++",Senior,Full-time,"Rodriguezmouth, AE",2024-06-04,Mid,"PyTorch, Scikit-learn",50207.0,64822.0
1563,1564,"Zuniga, Coleman and Guzman",Finance,Computer Vision Engineer,"Python, TensorFlow, Azure, PyTorch, Power BI, Hugging Face",Entry,Contract,"South Jamesstad, GT",2025-07-06,Mid,"TensorFlow, KDB+",49814.0,62288.0
1564,1565,Oliver-Miller,E-commerce,AI Product Manager,"GCP, SQL, Flask, C++, Scikit-learn",Senior,Internship,"Sarahton, ER",2025-06-11,Mid,"BigQuery, FastAPI, Scikit-learn",111908.0,130116.0
1565,1566,"Mullins, Butler and Moses",Education,AI Researcher,"LangChain, Scikit-learn, Hugging Face",Senior,Remote,"South Jason, PG",2025-06-12,Large,FastAPI,109390.0,202587.0
1566,1567,"Roberson, Dunlap and Todd",E-commerce,NLP Engineer,"FastAPI, SQL, GCP, Pandas, CUDA, Reinforcement Learning",Entry,Internship,"New Samanthaberg, BD",2024-07-11,Large,"FastAPI, Scikit-learn, KDB+",101444.0,169137.0
1567,1568,Hammond-Miles,Finance,Data Scientist,"MLflow, Python, AWS, NumPy, Flask, C++",Entry,Full-time,"Lake Brianna, ET",2025-09-05,Large,"FastAPI, PyTorch",117133.0,215594.0
1568,1569,"Walls, Young and Cook",E-commerce,Data Scientist,"Reinforcement Learning, Keras, MLflow, Flask, Pandas, AWS",Senior,Contract,"New Nicole, AZ",2024-02-12,Startup,MLflow,55477.0,100381.0
1569,1570,Henderson-Douglas,Automotive,AI Product Manager,"C++, Scikit-learn, PyTorch, SQL, Reinforcement Learning, Hugging Face",Entry,Full-time,"Larsenport, FM",2024-12-07,Mid,KDB+,92033.0,164027.0
1570,1571,Waters Group,Healthcare,AI Researcher,"Azure, CUDA, Excel",Senior,Full-time,"Lewiston, HN",2024-12-18,Large,KDB+,97058.0,148912.0
1571,1572,"Evans, Keller and Macdonald",E-commerce,ML Engineer,"Excel, Flask, SQL, R",Senior,Internship,"Sanchezland, LI",2023-11-01,Large,MLflow,70051.0,83613.0
1572,1573,"Smith, Smith and Calhoun",Healthcare,ML Engineer,"Keras, NumPy, Flask, Python",Mid,Full-time,"Jamesburgh, LS",2024-04-07,Startup,FastAPI,125724.0,223370.0
1573,1574,Holmes Inc,Finance,AI Product Manager,"LangChain, NumPy, CUDA",Senior,Contract,"Bendershire, AG",2024-04-22,Startup,"BigQuery, KDB+",131442.0,152901.0
1574,1575,Gordon-Bradley,Education,Quant Researcher,"R, Excel, SQL, MLflow, PyTorch, CUDA",Senior,Remote,"Higginsview, NI",2023-10-30,Mid,Scikit-learn,79312.0,97051.0
1575,1576,Garrison-Rosales,Healthcare,Quant Researcher,"GCP, Python, R",Mid,Remote,"New Henryshire, TZ",2024-09-17,Startup,LangChain,115682.0,141436.0
1576,1577,Beasley LLC,Tech,Data Analyst,"GCP, PyTorch, Keras, Reinforcement Learning, C++",Mid,Contract,"Port Christinaburgh, TN",2024-06-16,Mid,"Scikit-learn, FastAPI",138711.0,221786.0
1577,1578,"Miller, Harris and Johnson",Retail,NLP Engineer,"FastAPI, Pandas, MLflow, R",Entry,Full-time,"Jessicaport, WS",2024-07-27,Mid,"MLflow, TensorFlow, PyTorch",46308.0,82147.0
1578,1579,"Miller, Hahn and Jackson",Finance,AI Researcher,"Reinforcement Learning, AWS, Azure",Mid,Remote,"Marquezchester, SL",2024-03-16,Mid,"LangChain, Scikit-learn",46859.0,111642.0
1579,1580,Smith-Mcintyre,Retail,ML Engineer,"AWS, Flask, Reinforcement Learning, Scikit-learn, Excel",Senior,Remote,"North Sheilaville, IN",2025-06-25,Startup,"MLflow, Scikit-learn, BigQuery",135050.0,200313.0
1580,1581,Martinez Inc,Healthcare,ML Engineer,"FastAPI, Pandas, MLflow",Mid,Full-time,"West Morgan, ST",2024-05-16,Mid,FastAPI,106176.0,132983.0
1581,1582,Jones-Robertson,Education,Data Analyst,"FastAPI, Excel, Pandas",Entry,Remote,"Lake Charles, DM",2025-01-03,Mid,MLflow,61825.0,157940.0
1582,1583,Schneider-Watson,Finance,Quant Researcher,"C++, Pandas, CUDA, Scikit-learn",Mid,Contract,"Rosston, PY",2025-02-25,Startup,"BigQuery, PyTorch, MLflow",134559.0,195478.0
1583,1584,"Thompson, Castillo and Farrell",Retail,AI Researcher,"Keras, Hugging Face, Power BI, C++, SQL, Python",Mid,Full-time,"North Jennifer, NA",2024-07-25,Startup,MLflow,79291.0,125380.0
1584,1585,Acevedo Ltd,Retail,AI Product Manager,"TensorFlow, Pandas, Reinforcement Learning",Entry,Contract,"North Martin, AU",2024-11-24,Startup,"KDB+, PyTorch, FastAPI",48218.0,71004.0
1585,1586,"Flynn, Arellano and Porter",E-commerce,AI Product Manager,"Pandas, Reinforcement Learning, TensorFlow",Entry,Internship,"Reesebury, RO",2025-08-22,Mid,Scikit-learn,42270.0,120885.0
1586,1587,Harper and Sons,Retail,Data Analyst,"Reinforcement Learning, Flask, Hugging Face",Mid,Full-time,"South Roystad, TR",2023-12-15,Startup,"FastAPI, MLflow, KDB+",106925.0,155924.0
1587,1588,Molina-Dixon,E-commerce,AI Product Manager,"AWS, SQL, Python, LangChain, Keras, Azure",Mid,Remote,"Lake Eric, CD",2024-02-22,Startup,"Scikit-learn, LangChain",129266.0,186688.0
1588,1589,"Baker, Smith and Phillips",Retail,AI Product Manager,"R, Excel, NumPy",Mid,Full-time,"Lake Christopher, LA",2024-07-02,Mid,"Scikit-learn, MLflow, PyTorch",119647.0,168743.0
1589,1590,"Robertson, Miller and Watson",E-commerce,Data Scientist,"AWS, Power BI, MLflow, C++",Senior,Full-time,"Cynthiamouth, NE",2024-08-14,Mid,MLflow,51216.0,149871.0
1590,1591,"Bowman, Sutton and Richmond",Healthcare,AI Researcher,"Pandas, Azure, Hugging Face, Python",Senior,Internship,"Ericburgh, BR",2023-10-07,Mid,"MLflow, KDB+, FastAPI",143939.0,227202.0
1591,1592,Moore-Wood,Finance,Data Analyst,"SQL, FastAPI, Flask, Hugging Face",Entry,Full-time,"South Christopherchester, MG",2024-11-28,Large,"LangChain, BigQuery",99415.0,192561.0
1592,1593,"Lee, Mitchell and Neal",Education,ML Engineer,"Hugging Face, Azure, C++, Reinforcement Learning",Mid,Internship,"New Shane, MM",2024-10-08,Mid,"BigQuery, PyTorch, FastAPI",92763.0,144582.0
1593,1594,"Burton, Reynolds and Dougherty",Retail,Data Scientist,"Scikit-learn, C++, GCP, FastAPI",Senior,Contract,"East Monicastad, YE",2024-05-26,Startup,"TensorFlow, Scikit-learn, BigQuery",87741.0,187018.0
1594,1595,Kelly Ltd,Healthcare,Data Scientist,"C++, SQL, Reinforcement Learning, PyTorch",Entry,Full-time,"South Brett, ML",2024-11-07,Mid,"LangChain, Scikit-learn",70119.0,104669.0
1595,1596,"Thompson, Morris and Griffin",Education,Data Scientist,"AWS, SQL, Reinforcement Learning, Keras, Flask, C++",Mid,Internship,"Michaelside, TV",2025-07-03,Startup,Scikit-learn,96233.0,154946.0
1596,1597,Carr Inc,Healthcare,Data Scientist,"SQL, R, MLflow, Flask, Reinforcement Learning, Python",Mid,Full-time,"Browntown, KR",2024-05-08,Large,"BigQuery, LangChain, KDB+",84163.0,157649.0
1597,1598,"Townsend, Strickland and Rodriguez",Automotive,AI Product Manager,"GCP, Azure, AWS, SQL, MLflow, CUDA",Mid,Internship,"East Michael, MD",2024-06-30,Startup,"TensorFlow, KDB+, FastAPI",108145.0,192990.0
1598,1599,Pineda Inc,E-commerce,Computer Vision Engineer,"Keras, GCP, CUDA, AWS, PyTorch",Mid,Full-time,"Lauriehaven, CV",2025-08-22,Large,BigQuery,108715.0,193682.0
1599,1600,Hudson and Sons,E-commerce,AI Product Manager,"Python, AWS, PyTorch, NumPy",Senior,Full-time,"East Keithview, AR",2025-03-09,Large,MLflow,147144.0,199817.0
1600,1601,Miller-Burton,Automotive,AI Product Manager,"PyTorch, GCP, Scikit-learn, LangChain, Reinforcement Learning, Keras",Entry,Remote,"West Kennethton, PA",2024-08-17,Startup,TensorFlow,145610.0,225001.0
1601,1602,Murillo Inc,Healthcare,Computer Vision Engineer,"Azure, Hugging Face, Excel, Scikit-learn",Mid,Contract,"Jonesburgh, BH",2025-02-04,Mid,"PyTorch, FastAPI, TensorFlow",60515.0,146870.0
1602,1603,Alvarez-Butler,Tech,Data Analyst,"C++, CUDA, Scikit-learn, Keras",Entry,Internship,"North James, HT",2025-08-18,Mid,"KDB+, BigQuery",120811.0,193549.0
1603,1604,Glenn-Brady,Retail,Quant Researcher,"FastAPI, Scikit-learn, AWS, NumPy",Mid,Remote,"North Dakota, TW",2025-07-27,Startup,TensorFlow,61543.0,126761.0
1604,1605,Bryant-Martin,Healthcare,ML Engineer,"Reinforcement Learning, Flask, NumPy, Keras",Entry,Internship,"East John, NR",2024-10-17,Startup,"MLflow, PyTorch, FastAPI",147220.0,158056.0
1605,1606,Bailey PLC,Retail,Data Analyst,"Hugging Face, Excel, SQL, LangChain",Mid,Contract,"Port Elizabeth, SY",2023-11-27,Startup,"KDB+, BigQuery",63354.0,160413.0
1606,1607,"Swanson, Young and Martin",Tech,Quant Researcher,"PyTorch, LangChain, FastAPI",Senior,Full-time,"East Alexis, LK",2024-02-15,Mid,KDB+,131169.0,174872.0
1607,1608,Hancock-Wiggins,Healthcare,ML Engineer,"Scikit-learn, NumPy, Power BI, Azure, FastAPI, Reinforcement Learning",Senior,Full-time,"North Adamburgh, AO",2024-08-03,Startup,"FastAPI, LangChain, TensorFlow",41566.0,134888.0
1608,1609,Mcconnell Ltd,E-commerce,Quant Researcher,"Keras, GCP, PyTorch",Senior,Internship,"New Allisonshire, MN",2025-02-08,Startup,Scikit-learn,118883.0,210460.0
1609,1610,Patton and Sons,Tech,ML Engineer,"Scikit-learn, MLflow, Python, R, Pandas, FastAPI",Senior,Internship,"Jacktown, TW",2025-06-10,Startup,MLflow,95354.0,126587.0
1610,1611,Gray-Dixon,Healthcare,Computer Vision Engineer,"AWS, GCP, CUDA, MLflow",Senior,Full-time,"West Maria, ML",2023-10-01,Startup,"LangChain, KDB+, FastAPI",142291.0,215970.0
1611,1612,"Miller, Casey and Gray",Education,Computer Vision Engineer,"Scikit-learn, Excel, Power BI, Python",Entry,Remote,"South Michael, CD",2025-05-23,Mid,KDB+,40629.0,72042.0
1612,1613,Andersen Inc,Tech,Data Scientist,"LangChain, Pandas, Reinforcement Learning, R, FastAPI",Mid,Remote,"Smithbury, BT",2023-11-10,Mid,"MLflow, KDB+, PyTorch",54969.0,146111.0
1613,1614,"Bernard, Henry and Zamora",Education,Quant Researcher,"PyTorch, Power BI, Pandas, Hugging Face",Mid,Internship,"Breannahaven, MA",2025-08-21,Startup,BigQuery,108252.0,151627.0
1614,1615,Frost Ltd,Education,AI Researcher,"Hugging Face, SQL, LangChain, FastAPI, Flask",Senior,Remote,"Vazquezton, BH",2024-04-23,Startup,"MLflow, TensorFlow",70656.0,152148.0
1615,1616,Lewis Group,E-commerce,ML Engineer,"FastAPI, C++, MLflow",Senior,Contract,"Williamland, KN",2025-05-09,Startup,"FastAPI, TensorFlow",73293.0,127143.0
1616,1617,"Tucker, Strong and Bond",Retail,AI Researcher,"R, C++, Keras, Excel, Azure",Mid,Remote,"Wilsonmouth, PW",2024-04-13,Large,"MLflow, PyTorch, Scikit-learn",58659.0,98311.0
1617,1618,Livingston-Phillips,E-commerce,NLP Engineer,"PyTorch, SQL, Python",Entry,Remote,"Knightstad, BD",2024-08-31,Startup,"FastAPI, LangChain",124301.0,140446.0
1618,1619,Snyder Group,Retail,AI Product Manager,"TensorFlow, GCP, CUDA, R",Entry,Contract,"Jenniferburgh, AE",2023-09-21,Large,LangChain,113791.0,138812.0
1619,1620,"Herman, Johnson and Barnes",Tech,Data Analyst,"SQL, CUDA, LangChain, Scikit-learn, Reinforcement Learning",Mid,Remote,"Maciasfort, LR",2025-05-09,Large,"KDB+, LangChain, BigQuery",145000.0,223134.0
1620,1621,Perez-Bailey,Education,AI Product Manager,"AWS, Power BI, FastAPI",Entry,Contract,"Santiagoshire, PH",2023-12-04,Mid,"MLflow, BigQuery",90927.0,115940.0
1621,1622,"Summers, Swanson and Brown",Tech,NLP Engineer,"Reinforcement Learning, SQL, C++, Pandas",Entry,Remote,"West Cynthiaburgh, AD",2023-12-28,Startup,"BigQuery, FastAPI, MLflow",81624.0,95183.0
1622,1623,Schmidt-Payne,Finance,Computer Vision Engineer,"Reinforcement Learning, PyTorch, GCP, R, Excel",Senior,Full-time,"Kyleside, JP",2024-02-26,Startup,"LangChain, KDB+",99722.0,119999.0
1623,1624,"Ortiz, Hill and Anderson",Healthcare,Data Analyst,"Pandas, Excel, FastAPI, Reinforcement Learning, LangChain",Entry,Remote,"West Cynthiaton, SM",2024-01-11,Startup,"TensorFlow, FastAPI, PyTorch",102547.0,147531.0
1624,1625,Dalton-Galloway,E-commerce,Quant Researcher,"Azure, Excel, Power BI, C++, NumPy",Mid,Internship,"East Priscilla, DO",2024-12-04,Mid,"KDB+, FastAPI, MLflow",124126.0,178761.0
1625,1626,Brown-Garcia,Healthcare,Computer Vision Engineer,"PyTorch, AWS, LangChain, Pandas, GCP",Mid,Internship,"Dillonville, TL",2024-04-28,Mid,"FastAPI, LangChain",100455.0,199953.0
1626,1627,"Ramirez, Morrison and Shaffer",Healthcare,ML Engineer,"SQL, Azure, MLflow, LangChain",Mid,Full-time,"East Bobbymouth, LU",2024-12-12,Mid,KDB+,142229.0,217303.0
1627,1628,Fisher LLC,Automotive,NLP Engineer,"AWS, NumPy, CUDA, Azure, SQL, Hugging Face",Mid,Full-time,"Changview, CU",2024-06-24,Mid,"TensorFlow, FastAPI",99303.0,165542.0
1628,1629,Barnes-Gonzalez,Automotive,NLP Engineer,"Keras, PyTorch, Azure, C++, Python, LangChain",Mid,Remote,"New Cameron, IR",2024-06-30,Mid,LangChain,127730.0,194274.0
1629,1630,"Mann, Taylor and Martin",Tech,Computer Vision Engineer,"LangChain, Scikit-learn, Hugging Face",Mid,Full-time,"Wendytown, KR",2024-02-10,Startup,"MLflow, Scikit-learn, FastAPI",68119.0,160582.0
1630,1631,Bush and Sons,Education,Computer Vision Engineer,"PyTorch, CUDA, Keras",Entry,Contract,"Robertstown, GA",2025-05-23,Startup,BigQuery,72082.0,92167.0
1631,1632,"Callahan, Sullivan and Flynn",Retail,Computer Vision Engineer,"Hugging Face, GCP, R, Scikit-learn",Mid,Full-time,"Port Jennifer, ES",2023-10-06,Large,"MLflow, TensorFlow, KDB+",124909.0,151333.0
1632,1633,Joseph-Romero,Retail,Quant Researcher,"Power BI, LangChain, FastAPI, Flask, SQL, Scikit-learn",Mid,Contract,"Kristenberg, AL",2024-10-15,Startup,"BigQuery, MLflow, TensorFlow",102584.0,198324.0
1633,1634,"Singh, Shannon and Castaneda",Automotive,AI Product Manager,"NumPy, Reinforcement Learning, GCP, Azure, LangChain, Scikit-learn",Entry,Remote,"West Justin, IN",2024-10-14,Mid,"KDB+, TensorFlow, LangChain",51986.0,73985.0
1634,1635,"Johnson, Sweeney and Hall",Tech,AI Researcher,"Azure, Flask, PyTorch, Excel, Pandas",Mid,Contract,"Lindachester, PA",2024-09-20,Startup,"FastAPI, MLflow, PyTorch",132003.0,197338.0
1635,1636,Wu Inc,Healthcare,Data Analyst,"TensorFlow, Power BI, MLflow, Flask, CUDA, Reinforcement Learning",Entry,Remote,"Barnesfurt, SV",2025-07-03,Large,"BigQuery, FastAPI, MLflow",44162.0,104297.0
1636,1637,Lopez-Williams,Healthcare,Data Analyst,"PyTorch, NumPy, SQL, FastAPI",Senior,Contract,"North Mark, IN",2024-07-23,Mid,FastAPI,62381.0,112625.0
1637,1638,Hughes-Figueroa,Healthcare,Computer Vision Engineer,"TensorFlow, Pandas, Excel, LangChain, MLflow",Entry,Internship,"Castilloborough, CH",2025-05-07,Mid,"MLflow, BigQuery",144304.0,184146.0
1638,1639,"Randall, Grant and Rosario",Finance,AI Researcher,"Hugging Face, FastAPI, AWS, Scikit-learn, Keras",Mid,Internship,"Kimberlyfort, BJ",2025-06-08,Startup,"KDB+, FastAPI",55918.0,137614.0
1639,1640,Griffith Ltd,Education,NLP Engineer,"SQL, Pandas, AWS, Power BI, Scikit-learn",Entry,Contract,"Johnstad, ET",2025-03-17,Mid,"Scikit-learn, PyTorch",59275.0,147698.0
1640,1641,"Smith, Woods and Tucker",Retail,Data Analyst,"TensorFlow, AWS, Flask",Mid,Full-time,"South Dylanmouth, SY",2025-08-10,Mid,KDB+,51956.0,109837.0
1641,1642,Frazier Inc,Automotive,NLP Engineer,"Hugging Face, FastAPI, TensorFlow, GCP",Mid,Contract,"North Joel, PG",2025-08-08,Large,TensorFlow,61087.0,81523.0
1642,1643,"Torres, Campbell and Krause",Tech,ML Engineer,"TensorFlow, Keras, R",Mid,Internship,"East Hollyfurt, AR",2024-04-07,Large,"MLflow, TensorFlow, KDB+",132865.0,203559.0
1643,1644,Snyder Group,Finance,NLP Engineer,"CUDA, Azure, Python, Scikit-learn, Power BI",Senior,Remote,"North Susan, SG",2025-03-16,Mid,BigQuery,146176.0,197876.0
1644,1645,Lucas-Morris,Retail,Quant Researcher,"Azure, TensorFlow, AWS, Flask, Reinforcement Learning, LangChain",Mid,Remote,"Jordanshire, PS",2024-07-14,Mid,"KDB+, BigQuery",92934.0,116186.0
1645,1646,Martinez-Weaver,Education,Data Scientist,"Python, Power BI, Flask",Senior,Full-time,"Lake Valerie, IN",2024-03-22,Large,"LangChain, KDB+",116015.0,126987.0
1646,1647,Mendez and Sons,Retail,AI Researcher,"Scikit-learn, AWS, Python, MLflow",Senior,Internship,"Jonesbury, PA",2024-08-19,Mid,FastAPI,141959.0,220411.0
1647,1648,"Johnson, Wright and Quinn",Automotive,NLP Engineer,"LangChain, R, C++",Senior,Internship,"North Brian, FI",2024-12-23,Startup,"PyTorch, Scikit-learn",139741.0,206786.0
1648,1649,"Mitchell, Collins and Collins",E-commerce,Computer Vision Engineer,"Azure, C++, TensorFlow, Hugging Face, Python, PyTorch",Senior,Internship,"Cobbtown, SZ",2025-02-06,Large,TensorFlow,149199.0,230455.0
1649,1650,Williams-Torres,E-commerce,Data Analyst,"CUDA, SQL, Keras, Azure, LangChain, Reinforcement Learning",Entry,Remote,"Port Tiffanystad, DO",2024-12-24,Startup,"MLflow, PyTorch",115250.0,161664.0
1650,1651,Martinez Group,Education,Quant Researcher,"LangChain, Keras, Python, FastAPI, R, C++",Senior,Full-time,"Gabriellaborough, HT",2025-08-23,Startup,"TensorFlow, KDB+, PyTorch",45887.0,128800.0
1651,1652,Weaver-Mcdonald,Tech,AI Product Manager,"Python, Power BI, GCP",Entry,Internship,"West Richard, SV",2024-10-26,Mid,LangChain,59665.0,114017.0
1652,1653,Cook-Jarvis,E-commerce,ML Engineer,"TensorFlow, Power BI, Scikit-learn, Python, GCP, SQL",Mid,Full-time,"Jayton, GB",2023-11-07,Large,LangChain,109287.0,149769.0
1653,1654,Moreno-Sanchez,Automotive,AI Researcher,"GCP, MLflow, TensorFlow",Mid,Internship,"Fosterville, TT",2024-09-14,Mid,"KDB+, BigQuery, Scikit-learn",116431.0,187700.0
1654,1655,Kline Group,Education,Computer Vision Engineer,"Flask, Scikit-learn, NumPy",Mid,Contract,"Lake Donaldstad, NP",2025-06-20,Mid,"PyTorch, MLflow, TensorFlow",126575.0,163610.0
1655,1656,Brown and Sons,Finance,AI Researcher,"NumPy, Reinforcement Learning, AWS, Power BI, PyTorch, SQL",Mid,Contract,"Lake Chris, AO",2024-01-13,Startup,"KDB+, MLflow, BigQuery",41897.0,72820.0
1656,1657,Quinn Group,Tech,Data Scientist,"Reinforcement Learning, GCP, TensorFlow, Pandas",Mid,Internship,"East Michael, UY",2024-09-05,Large,FastAPI,40844.0,100312.0
1657,1658,Mills-Mitchell,Finance,Data Scientist,"PyTorch, NumPy, MLflow",Entry,Full-time,"Bryantton, CO",2025-07-18,Large,"BigQuery, FastAPI",100222.0,147306.0
1658,1659,"Andrews, Sanchez and Carroll",Healthcare,Data Analyst,"Reinforcement Learning, Python, PyTorch, Keras",Mid,Internship,"Anthonyberg, DM",2024-08-22,Large,"LangChain, KDB+",140982.0,222224.0
1659,1660,Smith and Sons,Automotive,NLP Engineer,"PyTorch, NumPy, Power BI",Mid,Internship,"Meyermouth, GN",2023-12-26,Large,"KDB+, BigQuery",78788.0,132832.0
1660,1661,Smith-Hall,Tech,AI Researcher,"Flask, Keras, GCP, Power BI",Entry,Remote,"South Dustinbury, BY",2025-07-23,Large,KDB+,114070.0,148337.0
